#{"t_start": 1769419321.6408699, "env_id": "CustomHopper-source-v0"}
r,l,t
96.950876,59,48.643901
192.659245,104,48.766768
355.374072,138,48.928358
251.949231,116,49.065854
296.166821,122,49.20976
332.572039,121,49.352309
296.305066,117,49.491206
131.327019,70,49.574404
333.572093,136,49.734718
154.118731,89,49.839283
239.798758,104,49.962841
327.840205,138,50.125969
315.940173,135,50.284583
177.630238,80,50.379008
260.10515,119,50.519455
303.963985,115,50.655802
322.207415,129,50.809111
320.031887,132,51.760021
348.395565,147,51.934288
175.269998,105,52.0583
330.011162,136,52.218211
378.972764,148,52.39198
359.070815,146,52.565109
310.000326,124,52.709722
258.036881,114,52.844522
208.079717,100,52.962499
330.530962,126,53.110767
382.071411,182,53.323935
354.562727,140,53.488301
462.905175,181,53.701176
307.630293,131,53.856107
252.328324,125,54.00446
477.704596,182,55.024632
200.426911,106,55.150717
235.308703,119,55.29192
439.711053,188,55.512411
334.441556,145,55.683445
325.475763,125,55.830986
68.699172,42,55.880361
189.357519,88,55.984823
364.813705,136,56.145792
507.622876,198,56.378077
377.267317,148,56.55201
324.861747,137,56.712938
328.362887,135,56.872642
380.662929,170,57.072861
335.310383,128,57.22443
475.674052,182,58.229396
275.037614,133,58.383416
476.735499,182,58.591321
323.230152,137,58.751205
340.326987,147,58.921446
384.653596,151,59.096479
343.92099,131,59.251988
342.176669,140,59.41666
282.585421,129,59.56993
348.858413,133,59.72903
421.579523,166,59.927694
332.283956,132,60.08541
404.677212,153,60.267865
354.127372,141,60.434912
316.73782,134,61.382524
363.810049,143,61.551241
179.275667,84,61.650691
330.386093,138,61.812438
428.808085,166,62.007618
307.008132,131,62.161331
495.872053,186,62.377968
442.985779,172,62.580317
343.226106,123,62.723973
386.236423,160,62.912346
343.733551,145,63.083152
343.180283,124,63.228243
398.659137,157,63.412312
242.135615,119,63.551382
380.910605,150,64.546359
308.91695,135,64.706475
327.554534,127,64.855721
521.88336,191,65.080134
582.83346,207,65.323957
380.139997,154,65.506323
482.606733,186,65.725391
570.376882,210,65.966548
328.009807,143,66.131092
500.435979,199,66.360134
313.263977,128,66.508513
305.733651,129,66.658494
333.193897,136,66.817314
357.646179,143,67.780591
495.94108,194,68.008161
418.261602,175,68.212031
301.454515,128,68.361803
430.250918,169,68.56057
355.852999,134,68.718018
335.044024,134,68.874579
658.413196,277,69.199259
507.831707,201,69.435286
475.974474,181,69.647542
331.267736,137,69.809421
540.160354,201,70.045665
526.739214,200,71.069551
495.117556,178,71.272427
331.45527,137,71.431178
326.900875,144,71.597256
549.43233,205,71.837052
428.724801,160,72.024319
467.337598,179,72.23499
520.725617,190,72.458219
505.644971,182,72.67079
341.703185,140,72.836074
325.938113,145,73.00735
389.687079,156,73.189983
370.755737,140,74.156448
337.432297,120,74.297495
224.424771,104,74.421274
375.206765,150,74.598318
389.458018,152,74.776288
559.927641,195,75.007962
491.568516,175,75.212943
573.90867,196,75.442674
356.496715,157,75.628943
218.74758,113,75.763543
372.10805,148,75.93778
105.651844,59,76.007392
512.011208,197,76.239542
315.229665,148,76.41484
317.603278,140,77.373132
386.232956,164,77.563528
214.993575,91,77.670028
364.72499,130,77.821774
356.584385,140,77.986814
693.065638,259,78.289778
369.864728,146,78.462296
499.198602,178,78.670597
499.823788,191,78.896477
405.416651,161,79.086371
418.487637,149,79.261866
417.241618,161,79.452139
434.158729,165,79.647439
1004.621184,378,80.884715
622.929275,204,81.124119
399.415598,156,81.308496
314.018274,114,81.44121
785.973525,283,81.773856
432.396593,158,81.959878
450.296128,164,82.152948
377.004395,162,82.343172
402.24567,154,82.524458
585.330835,227,82.791061
400.626175,158,83.773769
794.82687,271,84.092549
569.509516,206,84.333843
805.400219,287,84.670111
201.008901,116,84.80768
332.05572,152,84.988402
343.356192,154,85.169584
529.851454,200,85.405592
180.574884,90,85.512451
80.913747,47,85.567767
407.978993,143,85.735498
192.878342,92,85.845073
190.548832,89,85.950267
604.633659,211,86.990288
484.399235,213,87.236423
574.867769,277,87.555191
389.946703,164,87.747549
681.376655,250,88.042505
408.682011,176,88.251949
592.039879,219,88.510856
666.30277,246,88.801671
571.347782,209,89.049567
346.110193,144,89.221766
811.725399,292,90.38592
514.870936,179,90.594206
804.770125,355,91.002972
717.151455,294,91.338783
175.672337,86,91.437988
369.775317,164,91.628049
702.110325,279,91.954307
380.060191,145,92.126001
849.511407,304,92.480278
699.17015,242,93.5827
782.49736,269,93.903615
203.245947,96,94.019155
637.500062,212,94.269152
559.577499,212,94.521805
396.562043,147,94.695369
764.61426,274,95.021256
370.981054,154,95.203674
472.023726,182,95.418185
394.808435,160,95.607779
1148.379566,423,96.895092
573.575412,219,97.146487
794.758735,305,97.496978
493.669497,172,97.693936
381.669698,130,97.842774
604.103326,202,98.074951
413.750397,180,98.283867
509.9229,194,98.512617
262.478246,120,98.654617
750.797075,264,99.78224
490.38567,166,99.977678
727.952482,277,100.302259
562.288386,201,100.537204
869.580623,299,100.889582
613.744763,198,101.121357
536.128801,199,101.355671
510.154394,195,101.585959
707.1619,263,101.896484
424.299276,159,102.082697
242.481126,113,103.007778
616.039839,217,103.257266
737.565477,260,103.556584
406.531565,156,103.738983
785.38269,279,104.065764
438.396218,178,104.274526
543.718685,209,104.520501
286.122566,113,104.652465
817.589953,269,104.969542
310.360364,141,105.138234
386.230172,137,105.298962
559.705108,197,106.320907
